2026-02-24T11:18:04.022381509Z [inf]  Starting Container
2026-02-24T11:19:28.188871966Z [err]  2026-02-24 11:19:28,137 - httpcore.http11 - DEBUG - receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Date', b'Tue, 24 Feb 2026 11:19:28 GMT'), (b'Content-Type', b'application/json; charset=utf-8'), (b'Content-Length', b'30'), (b'Connection', b'keep-alive'), (b'Server', b'cloudflare'), (b'Content-Range', b'0-0/*'), (b'CF-Ray', b'9d2e916e9a35b8f0-AMS'), (b'CF-Cache-Status', b'DYNAMIC'), (b'Content-Location', b'/api_clients?id=eq.9a3b97e0-ce16-4418-8dd3-185aaeb30b9f&select=rate_limit_per_hour'), (b'Strict-Transport-Security', b'max-age=31536000; includeSubDomains; preload'), (b'X-Content-Type-Options', b'nosniff'), (b'content-profile', b'public'), (b'sb-gateway-version', b'1'), (b'sb-project-ref', b'sicvgpofrpzchnjuaqxa'), (b'sb-request-id', b'019c8f60-212d-7d39-ae7e-19317409a045'), (b'x-envoy-attempt-count', b'1'), (b'x-envoy-upstream-service-time', b'2'), (b'Vary', b'Accept-Encoding'), (b'alt-svc', b'h3=":443"; ma=86400')])
2026-02-24T11:19:28.188878193Z [err]  2026-02-24 11:19:28,138 - httpx - INFO - HTTP Request: GET https://sicvgpofrpzchnjuaqxa.supabase.co/rest/v1/api_clients?select=rate_limit_per_hour&id=eq.9a3b97e0-ce16-4418-8dd3-185aaeb30b9f "HTTP/1.1 200 OK"
2026-02-24T11:19:28.188884407Z [err]  2026-02-24 11:19:28,138 - httpcore.http11 - DEBUG - receive_response_body.started request=<Request [b'GET']>
2026-02-24T11:19:28.188939112Z [err]  2026-02-24 11:19:27,777 - httpcore.http11 - DEBUG - send_request_headers.started request=<Request [b'GET']>
2026-02-24T11:19:28.188944098Z [err]  2026-02-24 11:19:27,777 - httpcore.http11 - DEBUG - send_request_headers.complete
2026-02-24T11:19:28.188950271Z [err]  2026-02-24 11:19:27,777 - httpcore.http11 - DEBUG - send_request_body.started request=<Request [b'GET']>
2026-02-24T11:19:28.190747027Z [err]  2026-02-24 11:19:28,138 - httpcore.http11 - DEBUG - receive_response_body.complete
2026-02-24T11:19:28.190752434Z [err]  2026-02-24 11:19:28,138 - httpcore.http11 - DEBUG - response_closed.started
2026-02-24T11:19:28.190759899Z [err]  2026-02-24 11:19:28,138 - httpcore.http11 - DEBUG - response_closed.complete
2026-02-24T11:19:28.190768108Z [err]  2026-02-24 11:19:28,140 - httpcore.http11 - DEBUG - send_request_headers.started request=<Request [b'POST']>
2026-02-24T11:19:28.190774481Z [err]  2026-02-24 11:19:28,140 - httpcore.http11 - DEBUG - send_request_headers.complete
2026-02-24T11:19:28.190781641Z [err]  2026-02-24 11:19:28,141 - httpcore.http11 - DEBUG - send_request_body.started request=<Request [b'POST']>
2026-02-24T11:19:28.190787350Z [err]  2026-02-24 11:19:28,141 - httpcore.http11 - DEBUG - send_request_body.complete
2026-02-24T11:19:28.190793203Z [err]  2026-02-24 11:19:28,141 - httpcore.http11 - DEBUG - receive_response_headers.started request=<Request [b'POST']>
2026-02-24T11:19:28.499632247Z [err]  2026-02-24 11:19:28,498 - httpcore.http11 - DEBUG - receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Date', b'Tue, 24 Feb 2026 11:19:28 GMT'), (b'Content-Type', b'application/json; charset=utf-8'), (b'Content-Length', b'1'), (b'Connection', b'keep-alive'), (b'Server', b'cloudflare'), (b'Content-Range', b'0-0/*'), (b'CF-Ray', b'9d2e9170eca4b8f0-AMS'), (b'CF-Cache-Status', b'DYNAMIC'), (b'Strict-Transport-Security', b'max-age=31536000; includeSubDomains; preload'), (b'X-Content-Type-Options', b'nosniff'), (b'content-profile', b'public'), (b'sb-gateway-version', b'1'), (b'sb-project-ref', b'sicvgpofrpzchnjuaqxa'), (b'sb-request-id', b'019c8f60-2296-797a-b25f-6f214e0fbabd'), (b'x-envoy-attempt-count', b'1'), (b'x-envoy-upstream-service-time', b'1'), (b'Vary', b'Accept-Encoding'), (b'alt-svc', b'h3=":443"; ma=86400')])
2026-02-24T11:19:28.501646359Z [err]  2026-02-24 11:19:28,498 - httpx - INFO - HTTP Request: POST https://sicvgpofrpzchnjuaqxa.supabase.co/rest/v1/rpc/get_client_request_count_last_hour "HTTP/1.1 200 OK"
2026-02-24T11:19:28.501653011Z [err]  2026-02-24 11:19:28,499 - httpcore.http11 - DEBUG - receive_response_body.started request=<Request [b'POST']>
2026-02-24T11:19:28.501657286Z [err]  2026-02-24 11:19:28,499 - httpcore.http11 - DEBUG - receive_response_body.complete
2026-02-24T11:19:28.501662231Z [err]  2026-02-24 11:19:28,499 - httpcore.http11 - DEBUG - response_closed.started
2026-02-24T11:19:28.501667685Z [err]  2026-02-24 11:19:28,499 - httpcore.http11 - DEBUG - response_closed.complete
2026-02-24T11:19:28.501673776Z [err]  2026-02-24 11:19:28,500 - httpcore.http11 - DEBUG - send_request_headers.started request=<Request [b'GET']>
2026-02-24T11:19:28.501678303Z [err]  2026-02-24 11:19:28,500 - httpcore.http11 - DEBUG - send_request_headers.complete
2026-02-24T11:19:28.501683097Z [err]  2026-02-24 11:19:28,500 - httpcore.http11 - DEBUG - send_request_body.started request=<Request [b'GET']>
2026-02-24T11:19:28.503225712Z [err]  2026-02-24 11:19:28,500 - httpcore.http11 - DEBUG - send_request_body.complete
2026-02-24T11:19:28.503232765Z [err]  2026-02-24 11:19:28,500 - httpcore.http11 - DEBUG - receive_response_headers.started request=<Request [b'GET']>
2026-02-24T11:19:29.280850986Z [err]  2026-02-24 11:19:28,864 - httpcore.http11 - DEBUG - receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Date', b'Tue, 24 Feb 2026 11:19:28 GMT'), (b'Content-Type', b'application/json; charset=utf-8'), (b'Transfer-Encoding', b'chunked'), (b'Connection', b'keep-alive'), (b'Server', b'cloudflare'), (b'Content-Range', b'0-0/*'), (b'CF-Ray', b'9d2e91732ef7b8f0-AMS'), (b'CF-Cache-Status', b'DYNAMIC'), (b'Content-Encoding', b'gzip'), (b'Content-Location', b'/medical_extractions?id=eq.52fcc8ed-b9f2-4d9f-bd6f-daf5fc741d6b&limit=1&select=id%2Cdoctor_id%2Cpatient_id%2Cconsultation_type_id%2Ctranscript_text%2Coriginal_extraction_json%2Cedited_extraction_json%2Cdoctors%28hospital_id%29'), (b'Strict-Transport-Security', b'max-age=31536000; includeSubDomains; preload'), (b'Vary', b'Accept-Encoding'), (b'X-Content-Type-Options', b'nosniff'), (b'content-profile', b'public'), (b'sb-gateway-version', b'1'), (b'sb-project-ref', b'sicvgpofrpzchnjuaqxa'), (b'sb-request-id', b'019c8f60-2402-786c-aedf-82bb3ebc127f'), (b'x-envoy-attempt-count', b'1'), (b'x-envoy-upstream-service-time', b'3'), (b'alt-svc', b'h3=":443"; ma=86400')])
2026-02-24T11:19:29.280863692Z [err]  2026-02-24 11:19:28,865 - httpx - INFO - HTTP Request: GET https://sicvgpofrpzchnjuaqxa.supabase.co/rest/v1/medical_extractions?select=id%2Cdoctor_id%2Cpatient_id%2Cconsultation_type_id%2Ctranscript_text%2Coriginal_extraction_json%2Cedited_extraction_json%2Cdoctors%28hospital_id%29&id=eq.52fcc8ed-b9f2-4d9f-bd6f-daf5fc741d6b&limit=1 "HTTP/1.1 200 OK"
2026-02-24T11:19:29.280875350Z [err]  2026-02-24 11:19:28,865 - httpcore.http11 - DEBUG - receive_response_body.started request=<Request [b'GET']>
2026-02-24T11:19:29.280888678Z [err]  2026-02-24 11:19:28,866 - httpcore.http11 - DEBUG - receive_response_body.complete
2026-02-24T11:19:29.280901953Z [err]  2026-02-24 11:19:28,866 - httpcore.http11 - DEBUG - response_closed.started
2026-02-24T11:19:29.280916235Z [err]  2026-02-24 11:19:28,866 - httpcore.http11 - DEBUG - response_closed.complete
2026-02-24T11:19:29.281792996Z [err]  2026-02-24 11:19:28,872 - httpcore.http11 - DEBUG - send_request_headers.started request=<Request [b'GET']>
2026-02-24T11:19:29.281800106Z [err]  2026-02-24 11:19:28,872 - httpcore.http11 - DEBUG - send_request_headers.complete
2026-02-24T11:19:29.281806019Z [err]  2026-02-24 11:19:28,872 - httpcore.http11 - DEBUG - send_request_body.started request=<Request [b'GET']>
2026-02-24T11:19:29.281811991Z [err]  2026-02-24 11:19:28,873 - httpcore.http11 - DEBUG - send_request_body.complete
2026-02-24T11:19:29.281817387Z [err]  2026-02-24 11:19:28,873 - httpcore.http11 - DEBUG - receive_response_headers.started request=<Request [b'GET']>
2026-02-24T11:19:29.281822267Z [err]  2026-02-24 11:19:29,246 - httpcore.http11 - DEBUG - receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Date', b'Tue, 24 Feb 2026 11:19:29 GMT'), (b'Content-Type', b'application/json; charset=utf-8'), (b'Content-Length', b'2'), (b'Connection', b'keep-alive'), (b'Server', b'cloudflare'), (b'Content-Range', b'*/*'), (b'CF-Ray', b'9d2e91757965b8f0-AMS'), (b'CF-Cache-Status', b'DYNAMIC'), (b'Content-Location', b'/qa_engine_settings?hospital_id=eq.336e9f96-26b5-48a2-ae09-e92866ce918a&limit=1&select=embedding_model_id%2Cembedding_models%28%2A%29'), (b'Strict-Transport-Security', b'max-age=31536000; includeSubDomains; preload'), (b'X-Content-Type-Options', b'nosniff'), (b'content-profile', b'public'), (b'sb-gateway-version', b'1'), (b'sb-project-ref', b'sicvgpofrpzchnjuaqxa'), (b'sb-request-id', b'019c8f60-257d-7ecf-99c5-88ec9a40511d'), (b'x-envoy-attempt-count', b'1'), (b'x-envoy-upstream-service-time', b'3'), (b'Vary', b'Accept-Encoding'), (b'alt-svc', b'h3=":443"; ma=86400')])
2026-02-24T11:19:29.281827865Z [err]  2026-02-24 11:19:29,246 - httpx - INFO - HTTP Request: GET https://sicvgpofrpzchnjuaqxa.supabase.co/rest/v1/qa_engine_settings?select=embedding_model_id%2Cembedding_models%28%2A%29&hospital_id=eq.336e9f96-26b5-48a2-ae09-e92866ce918a&limit=1 "HTTP/1.1 200 OK"
2026-02-24T11:19:29.282625165Z [err]  2026-02-24 11:19:29,251 - httpcore.http11 - DEBUG - send_request_headers.complete
2026-02-24T11:19:29.282637424Z [err]  2026-02-24 11:19:29,251 - httpcore.http11 - DEBUG - send_request_body.started request=<Request [b'GET']>
2026-02-24T11:19:29.282645238Z [err]  2026-02-24 11:19:29,251 - httpcore.http11 - DEBUG - send_request_body.complete
2026-02-24T11:19:29.282652606Z [err]  2026-02-24 11:19:29,252 - httpcore.http11 - DEBUG - receive_response_headers.started request=<Request [b'GET']>
2026-02-24T11:19:29.282690765Z [err]  2026-02-24 11:19:29,247 - httpcore.http11 - DEBUG - receive_response_body.started request=<Request [b'GET']>
2026-02-24T11:19:29.282698599Z [err]  2026-02-24 11:19:29,247 - httpcore.http11 - DEBUG - receive_response_body.complete
2026-02-24T11:19:29.282705691Z [err]  2026-02-24 11:19:29,247 - httpcore.http11 - DEBUG - response_closed.started
2026-02-24T11:19:29.282712895Z [err]  2026-02-24 11:19:29,247 - httpcore.http11 - DEBUG - response_closed.complete
2026-02-24T11:19:29.282719112Z [err]  2026-02-24 11:19:29,248 - httpcore.http11 - DEBUG - send_request_headers.started request=<Request [b'GET']>
2026-02-24T11:19:30.154969936Z [err]  2026-02-24 11:19:29,615 - httpcore.http11 - DEBUG - receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Date', b'Tue, 24 Feb 2026 11:19:29 GMT'), (b'Content-Type', b'application/json; charset=utf-8'), (b'Transfer-Encoding', b'chunked'), (b'Connection', b'keep-alive'), (b'Server', b'cloudflare'), (b'Content-Range', b'0-0/*'), (b'CF-Ray', b'9d2e9177dc5fb8f0-AMS'), (b'CF-Cache-Status', b'DYNAMIC'), (b'Content-Encoding', b'gzip'), (b'Content-Location', b'/embedding_models?is_active=eq.True&is_default=eq.True&limit=1&select=%2A'), (b'Strict-Transport-Security', b'max-age=31536000; includeSubDomains; preload'), (b'Vary', b'Accept-Encoding'), (b'X-Content-Type-Options', b'nosniff'), (b'content-profile', b'public'), (b'sb-gateway-version', b'1'), (b'sb-project-ref', b'sicvgpofrpzchnjuaqxa'), (b'sb-request-id', b'019c8f60-26f2-7986-9250-fedc085148e1'), (b'x-envoy-attempt-count', b'1'), (b'x-envoy-upstream-service-time', b'2'), (b'alt-svc', b'h3=":443"; ma=86400')])
2026-02-24T11:19:30.154974384Z [err]  2026-02-24 11:19:29,615 - httpx - INFO - HTTP Request: GET https://sicvgpofrpzchnjuaqxa.supabase.co/rest/v1/embedding_models?select=%2A&is_default=eq.True&is_active=eq.True&limit=1 "HTTP/1.1 200 OK"
2026-02-24T11:19:30.154978692Z [err]  2026-02-24 11:19:29,616 - httpcore.http11 - DEBUG - receive_response_body.started request=<Request [b'GET']>
2026-02-24T11:19:30.154983692Z [err]  2026-02-24 11:19:29,616 - httpcore.http11 - DEBUG - receive_response_body.complete
2026-02-24T11:19:30.154988869Z [err]  2026-02-24 11:19:29,616 - httpcore.http11 - DEBUG - response_closed.started
2026-02-24T11:19:30.154993307Z [err]  2026-02-24 11:19:29,616 - httpcore.http11 - DEBUG - response_closed.complete
2026-02-24T11:19:30.154997716Z [err]  2026-02-24 11:19:29,618 - httpcore.http11 - DEBUG - send_request_headers.started request=<Request [b'GET']>
2026-02-24T11:19:30.155002233Z [err]  2026-02-24 11:19:29,618 - httpcore.http11 - DEBUG - send_request_headers.complete
2026-02-24T11:19:30.155608933Z [err]  2026-02-24 11:19:29,618 - httpcore.http11 - DEBUG - send_request_body.started request=<Request [b'GET']>
2026-02-24T11:19:30.155613888Z [err]  2026-02-24 11:19:29,618 - httpcore.http11 - DEBUG - send_request_body.complete
2026-02-24T11:19:30.155618650Z [err]  2026-02-24 11:19:29,618 - httpcore.http11 - DEBUG - receive_response_headers.started request=<Request [b'GET']>
2026-02-24T11:19:30.155622412Z [err]  2026-02-24 11:19:29,989 - httpcore.http11 - DEBUG - receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Date', b'Tue, 24 Feb 2026 11:19:29 GMT'), (b'Content-Type', b'application/json; charset=utf-8'), (b'Content-Length', b'2'), (b'Connection', b'keep-alive'), (b'Server', b'cloudflare'), (b'Content-Range', b'*/*'), (b'CF-Ray', b'9d2e917a2ee6b8f0-AMS'), (b'CF-Cache-Status', b'DYNAMIC'), (b'Content-Location', b'/extraction_embeddings?extraction_id=eq.52fcc8ed-b9f2-4d9f-bd6f-daf5fc741d6b&limit=1&model_id=eq.b816bd03-8609-4e26-813b-9c1c04a1dbf7&select=id%2Ccontent_hash'), (b'Strict-Transport-Security', b'max-age=31536000; includeSubDomains; preload'), (b'X-Content-Type-Options', b'nosniff'), (b'content-profile', b'public'), (b'sb-gateway-version', b'1'), (b'sb-project-ref', b'sicvgpofrpzchnjuaqxa'), (b'sb-request-id', b'019c8f60-285f-795a-8c07-7b3ac24b48b4'), (b'x-envoy-attempt-count', b'1'), (b'x-envoy-upstream-service-time', b'3'), (b'Vary', b'Accept-Encoding'), (b'alt-svc', b'h3=":443"; ma=86400')])
2026-02-24T11:19:30.155628816Z [err]  2026-02-24 11:19:29,989 - httpx - INFO - HTTP Request: GET https://sicvgpofrpzchnjuaqxa.supabase.co/rest/v1/extraction_embeddings?select=id%2Ccontent_hash&extraction_id=eq.52fcc8ed-b9f2-4d9f-bd6f-daf5fc741d6b&model_id=eq.b816bd03-8609-4e26-813b-9c1c04a1dbf7&limit=1 "HTTP/1.1 200 OK"
2026-02-24T11:19:30.155633398Z [err]  2026-02-24 11:19:29,989 - httpcore.http11 - DEBUG - receive_response_body.started request=<Request [b'GET']>
2026-02-24T11:19:30.155638379Z [err]  2026-02-24 11:19:29,989 - httpcore.http11 - DEBUG - receive_response_body.complete
2026-02-24T11:19:30.161016091Z [err]  2026-02-24 11:19:29,990 - httpcore.http11 - DEBUG - response_closed.started
2026-02-24T11:19:30.161021670Z [err]  2026-02-24 11:19:29,990 - httpcore.http11 - DEBUG - response_closed.complete
2026-02-24T11:19:30.161029764Z [err]  2026-02-24 11:19:30,026 - httpcore.connection - DEBUG - connect_tcp.started host='generativelanguage.googleapis.com' port=443 local_address=None timeout=None socket_options=None
2026-02-24T11:19:30.161037050Z [err]  2026-02-24 11:19:30,028 - httpcore.connection - DEBUG - connect_tcp.complete return_value=<httpcore._backends.sync.SyncStream object at 0x7f37f52f0990>
2026-02-24T11:19:30.161044028Z [err]  2026-02-24 11:19:30,028 - httpcore.connection - DEBUG - start_tls.started ssl_context=<ssl.SSLContext object at 0x7f392f074b90> server_hostname='generativelanguage.googleapis.com' timeout=None
2026-02-24T11:19:30.161049385Z [err]  2026-02-24 11:19:30,034 - httpcore.connection - DEBUG - start_tls.complete return_value=<httpcore._backends.sync.SyncStream object at 0x7f37f51da150>
2026-02-24T11:19:30.161054619Z [err]  2026-02-24 11:19:30,034 - httpcore.http11 - DEBUG - send_request_headers.started request=<Request [b'POST']>
2026-02-24T11:19:30.161061006Z [err]  2026-02-24 11:19:30,035 - httpcore.http11 - DEBUG - send_request_headers.complete
2026-02-24T11:19:30.161066271Z [err]  2026-02-24 11:19:30,035 - httpcore.http11 - DEBUG - send_request_body.started request=<Request [b'POST']>
2026-02-24T11:19:30.161072908Z [err]  2026-02-24 11:19:30,035 - httpcore.http11 - DEBUG - send_request_body.complete
2026-02-24T11:19:30.161080155Z [err]  2026-02-24 11:19:30,035 - httpcore.http11 - DEBUG - receive_response_headers.started request=<Request [b'POST']>
2026-02-24T11:19:30.486034073Z [err]  2026-02-24 11:19:30,482 - httpcore.http11 - DEBUG - receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Content-Type', b'application/json; charset=UTF-8'), (b'Vary', b'Origin'), (b'Vary', b'X-Origin'), (b'Vary', b'Referer'), (b'Content-Encoding', b'gzip'), (b'Date', b'Tue, 24 Feb 2026 11:19:30 GMT'), (b'Server', b'scaffolding on HTTPServer2'), (b'X-XSS-Protection', b'0'), (b'X-Frame-Options', b'SAMEORIGIN'), (b'X-Content-Type-Options', b'nosniff'), (b'Server-Timing', b'gfet4t7; dur=446'), (b'Alt-Svc', b'h3=":443"; ma=2592000,h3-29=":443"; ma=2592000'), (b'Transfer-Encoding', b'chunked')])
2026-02-24T11:19:30.486038963Z [err]  2026-02-24 11:19:30,483 - httpx - INFO - HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-embedding-001:batchEmbedContents "HTTP/1.1 200 OK"
2026-02-24T11:19:30.486044237Z [err]  2026-02-24 11:19:30,483 - httpcore.http11 - DEBUG - receive_response_body.started request=<Request [b'POST']>
2026-02-24T11:19:30.497862131Z [err]  2026-02-24 11:19:30,494 - httpcore.http11 - DEBUG - receive_response_body.complete
2026-02-24T11:19:30.497869333Z [err]  2026-02-24 11:19:30,494 - httpcore.http11 - DEBUG - response_closed.started
2026-02-24T11:19:30.497876658Z [err]  2026-02-24 11:19:30,494 - httpcore.http11 - DEBUG - response_closed.complete
2026-02-24T11:19:30.499299908Z [err]  2026-02-24 11:19:30,497 - httpcore.http11 - DEBUG - send_request_headers.started request=<Request [b'POST']>
2026-02-24T11:19:30.499309972Z [err]  2026-02-24 11:19:30,497 - httpcore.http11 - DEBUG - send_request_headers.complete
2026-02-24T11:19:30.499317752Z [err]  2026-02-24 11:19:30,498 - httpcore.http11 - DEBUG - send_request_body.started request=<Request [b'POST']>
2026-02-24T11:19:30.499324522Z [err]  2026-02-24 11:19:30,498 - httpcore.http11 - DEBUG - send_request_body.complete
2026-02-24T11:19:30.499330384Z [err]  2026-02-24 11:19:30,498 - httpcore.http11 - DEBUG - receive_response_headers.started request=<Request [b'POST']>
2026-02-24T11:19:31.077064223Z [err]  2026-02-24 11:19:30,875 - httpcore.http11 - DEBUG - receive_response_headers.complete return_value=(b'HTTP/1.1', 201, b'Created', [(b'Date', b'Tue, 24 Feb 2026 11:19:30 GMT'), (b'Content-Type', b'application/json; charset=utf-8'), (b'Transfer-Encoding', b'chunked'), (b'Connection', b'keep-alive'), (b'Server', b'cloudflare'), (b'Content-Range', b'*/*'), (b'CF-Ray', b'9d2e917f9dbab8f0-AMS'), (b'CF-Cache-Status', b'DYNAMIC'), (b'Content-Encoding', b'gzip'), (b'Strict-Transport-Security', b'max-age=31536000; includeSubDomains; preload'), (b'Vary', b'Accept-Encoding'), (b'X-Content-Type-Options', b'nosniff'), (b'content-profile', b'public'), (b'preference-applied', b'resolution=merge-duplicates, return=representation'), (b'sb-gateway-version', b'1'), (b'sb-project-ref', b'sicvgpofrpzchnjuaqxa'), (b'sb-request-id', b'019c8f60-2bcd-7d7f-9516-ed1b8c18a6c1'), (b'x-envoy-attempt-count', b'1'), (b'x-envoy-upstream-service-time', b'16'), (b'alt-svc', b'h3=":443"; ma=86400')])
2026-02-24T11:19:31.077072274Z [err]  2026-02-24 11:19:30,875 - httpx - INFO - HTTP Request: POST https://sicvgpofrpzchnjuaqxa.supabase.co/rest/v1/extraction_embeddings?on_conflict=extraction_id%2Cmodel_id "HTTP/1.1 201 Created"
2026-02-24T11:19:31.077081461Z [err]  2026-02-24 11:19:30,875 - httpcore.http11 - DEBUG - receive_response_body.started request=<Request [b'POST']>
2026-02-24T11:19:31.077090093Z [err]  2026-02-24 11:19:30,876 - httpcore.http11 - DEBUG - receive_response_body.complete
